111.05957031	2.39019599
111.05957031	2.47058821
111.01353760	2.47058821
111.06781006	2.52941179
111.07159424	2.54901958
111.07604980	2.50980401
111.08013916	2.49019599
111.08013916	2.49019599
111.08410645	2.50980401
111.08825684	2.52941179
111.09234119	2.56812736
111.09234119	2.54901958
111.09131348	2.50980401
111.10046387	2.49019599
111.10411426	2.49019599
111.10411426	2.49019599
111.10864258	2.52941179
111.11279297	2.52941179
111.11700439	2.47058821
111.12127686	2.45098042
111.12548828	2.47058821
111.12548828	2.49019599
111.12902832	2.54901958
111.13323975	2.49019599
111.13714600	2.47058821
111.13714600	2.45098042
111.14147949	2.43137264
111.14556885	2.45098042
111.14953113	2.49019599
111.14953113	2.50980401
111.15350342	2.50980401
111.15777588	2.47058821
111.11217041	2.45098042
111.16589355	2.47058821
111.17004395	2.52941179
111.17004395	2.52941179
111.17431641	2.54901958
111.17828369	2.50980401
111.18237305	2.49019599
111.18237305	2.47058821
111.18658447	2.47058821
111.19055176	2.50980401
111.19470215	2.52941179
111.19470215	2.50980401
111.19860840	2.47058821
111.20275879	2.45098042
111.20715332	2.47058821
111.21093750	2.47058821
111.21539307	2.49019599
111.21539307	2.45098042
111.21911121	2.41176462
111.22351074	2.39215684
111.22753906	2.41176462
111.22753906	2.45098042
111.23144531	2.43137264
111.23559570	2.43137264
111.23912402	2.41176462
111.23912402	2.41176462
111.24383545	2.41176462
111.24798584	2.39215684
111.25207520	2.45098042
111.25610352	2.43137264
111.26025391	2.41176462
111.26025391	2.39215684
111.26422119	2.41176462
111.26843262	2.45098042
111.27246094	2.45098042
111.27246094	2.49019599
111.27667236	2.47058821
111.28070068	2.45098042
111.28491211	2.47058821
111.28491211	2.49019599
111.28881836	2.50980401
111.29296875	2.50980401
111.29711914	2.49019599
111.30151367	2.47058821
111.30566406	2.45098042
111.30566406	2.45098042
111.30969238	2.47058821
111.31341553	2.50980401
111.31756592	2.49019599
111.31756592	2.45098042
111.32177734	2.45098042
111.32598877	2.47058821
111.33001709	2.52941179
111.33001709	2.52941179
111.33404541	2.49019599
111.33825684	2.45098042
111.34240723	2.43137264
111.34637451	2.43137264
111.35046387	2.43137264
111.35046387	2.41176462
111.35473133	2.39215684
111.35845947	2.29411769
111.31273193	2.23529410
111.31273193	2.19607854
111.36676025	2.21568132
111.37078857	2.25490189
111.37518311	2.31372547
111.37518311	2.37254906
111.37902832	2.41176462
111.38305664	2.54901958
111.38305664	2.70588231
111.38745117	2.84313726
111.39141846	2.90196085
111.39556885	2.92156863
111.39556885	2.81274505
111.39953113	2.81274505
111.40368652	2.78431368
111.40765381	2.76470590
111.40765381	2.70588231
111.41174316	2.66666675
111.41577148	2.60784316
111.42004395	2.52941179
111.42004395	2.47058821
111.42401123	2.41176462
111.42811162	2.43137264
111.42811162	2.43137264
111.43218994	2.41176462
111.43134033	2.37254906
111.44042969	2.35294127
111.44042969	2.35294127
111.44458008	2.33333325
111.44866943	2.37254906
111.45275879	2.37254906
111.45275879	2.39215684
111.45690918	2.35294127
111.46105957	2.31372547
111.46520996	2.31372547
111.46520996	2.33333325
111.46917725	2.35294127
111.47326660	2.37254906
111.47326660	2.35294127
111.47735596	2.29411769
111.48132324	2.29411769
111.48571777	2.25490189
111.48571777	2.29411769
111.48999023	2.33333325
111.49407959	2.37254906
111.49804688	2.33333325
111.49804688	2.27450991
111.50292969	2.25490189
111.50598145	2.27450991
111.51031494	2.29411769
111.51031494	2.31372547
111.51446533	2.27450991
111.51837158	2.23529410
111.51837158	2.19607854
111.52258301	2.15681274
111.52655029	2.17647052
111.53071172	2.21568132
111.53071172	2.25490189
111.53497314	2.21568132
111.53918457	2.17647052
111.54321289	2.13725495
111.54321289	2.17647052
111.54711914	2.19607854
111.55126953	2.23529410
111.55523682	2.23529410
111.55914307	2.21568132
111.51329346	2.19607854
111.51329346	2.21568132
111.56756592	2.27450991
111.57141113	2.33333325
111.57580566	2.35294127
111.57580566	2.31372547
111.57995605	2.31372547
111.58410645	2.31372547
111.58831787	2.37254906
111.58831787	2.41176462
111.59211309	2.47058821
111.59125244	2.45098042
111.60028076	2.41176462
111.60443115	2.43137264
111.60852051	2.47058821
111.60852051	2.50980401
111.11254883	2.54901958
111.11676025	2.52941179
111.12054443	2.49019599
111.12054443	2.49019599
111.12457275	2.49019599
111.12884521	2.50980401
111.13330078	2.54901958
111.13330078	2.58823538
111.63720703	2.54901958
111.64123535	2.50980401
111.64520264	2.52941179
111.64935303	2.56812736
111.65344238	2.54901958
111.65344238	2.52941179
111.65771484	2.50980401
111.61180420	2.50980401
111.66571045	2.50980401
111.66571045	2.50980401
111.66979980	2.52941179
111.67413330	2.54901958
111.67840576	2.50980401
111.67840576	2.47058821
111.68237305	2.47058821
111.68121826	2.47058821
111.69036865	2.49019599
111.69445801	2.50980401
111.69848133	2.49019599
111.69848133	2.45098042
111.70257568	2.43137264
111.70678711	2.45098042
111.71081543	2.49019599
111.71081543	2.50980401
111.71484375	2.49019599
111.71905518	2.45098042
111.72308350	2.43137264
111.72308350	2.43137264
111.72717285	2.45098042
111.73121221	2.50980401
111.73114502	2.49019599
111.73950195	2.47058821
111.74359131	2.45098042
111.74359131	2.45098042
111.74711963	2.49019599
111.75177002	2.49019599
111.75579834	2.52941179
111.75579834	2.50980401
111.75994873	2.74509811
111.76403809	2.68127453
111.76831055	2.66666675
111.76831055	2.12745094
111.77258301	2.60784316
111.77655029	2.56812736
111.78045654	2.50980401
111.78497314	2.49019599
111.78869129	2.49019599
111.78869129	2.49019599
111.79278564	2.47058821
111.79687500	2.45098042
111.80120850	2.41176462
111.80120850	2.41176462
111.80511475	2.41176462
111.80908203	2.45098042
111.81323242	2.41176462
111.81323242	2.39215684
111.81732178	2.39215684
111.82147217	2.37254906
111.82550049	2.41176462
111.82977295	2.47058821
111.83367920	2.50980401
111.83367920	2.50980401
111.83789063	2.47058821
111.84191895	2.45098042
111.84600830	2.45098042
111.84600830	2.49019599
111.85009766	2.50980401
111.85424805	2.49019599
111.85827637	2.47058821
111.85827637	2.41176462
111.81236572	2.39215684
111.86657715	2.41176462
111.86657715	2.43137264
111.87066650	2.45098042
111.87413379	2.45098042
111.87878418	2.43137264
111.87878418	2.39215684
111.88281250	2.37254906
111.88714600	2.35294127
111.89123535	2.39215684
111.89123535	2.45098042
111.89532471	2.43137264
111.89929199	2.39215684
111.90338135	2.35294127
111.90338135	2.35294127
111.90747070	2.43137264
111.91156006	2.49019599
111.91156006	2.49019599
111.91564941	2.47058821
111.91979980	2.45098042
111.92388916	2.45098042
111.92388916	2.45098042
111.92791748	2.45098042
111.93206787	2.49019599
111.93121826	2.49019599
111.93121826	2.47058821
111.94018555	2.43137264
111.94421387	2.41176462
111.94842529	2.45098042
111.94842529	2.47058821
111.95251465	2.49019599
111.95684814	2.49019599
111.95684814	2.47058821
111.96013232	2.45098042
111.96478271	2.43137264
111.96893311	2.45098042
111.96893311	2.47058821
111.97291143	2.50980401
111.97717285	2.45098042
111.98120117	2.39215684
111.98120117	2.33333325
111.98541260	2.29411769
111.98931885	2.27450991
111.99346924	2.25490189
111.99346924	2.23529410
111.99755859	2.23529410
112.00170898	2.27450991
112.00170898	2.33333325
112.00579834	2.43137264
112.00982666	2.58823538
112.01397705	2.74509811
112.01397705	2.88235283
112.01824951	2.90196085
112.02227783	2.92156863
112.02130115	2.92156863
112.02130115	2.92156863
112.03051758	2.90196085
112.03448486	2.82352948
112.03887939	2.70588231
112.03887939	2.60784316
112.04261357	2.54901958
112.04669189	2.49019599
112.04669189	2.49019599
112.05084229	2.47058821
112.05499268	2.47058821
112.05902100	2.43137264
112.05902100	2.37254906
112.01317139	2.35294127
112.06713867	2.39215684
112.07147217	2.41176462
112.07147217	2.41176462
112.07537842	2.39215684
112.07952881	2.35294127
112.08374023	2.29411769
112.08776855	2.31372547
112.09173584	2.33333325
112.09173584	2.33333325
112.09588123	2.31372547
112.09991455	2.29411769
112.10412598	2.25490189
112.10412598	2.25490189
112.10821533	2.29411769
112.11224365	2.31372547
112.11133301	2.29411769
112.11133301	2.25490189
112.12054443	2.25490189
112.12451172	2.23529410
112.12861211	2.27450991
112.13275146	2.27450991
112.13684082	2.25490189
112.13684082	2.19607854
112.14099121	2.17647052
112.14495850	2.19607854
112.14910889	2.21568132
112.14910889	2.21568132
112.15325928	2.19607854
112.15740967	2.13725495
112.11112109	2.11764717
112.11112109	2.07843137
112.16564941	2.09803915
112.16986084	2.13725495
112.17370605	2.17647052
112.17779541	2.13725495
112.18194580	2.11764717
112.18194580	2.09803915
112.18609119	2.11764717
112.19001348	2.17647052
112.19427490	2.19607854
112.19427490	2.23529410
112.19830322	2.21568132
112.20251465	2.19607854
112.20654297	2.23529410
112.20654297	2.29411769
112.21069336	2.33333325
112.21466064	2.35294127
112.21887207	2.35294127
112.22283936	2.35294127
112.22692871	2.35294127
112.22692871	2.41176462
112.23101807	2.47058821
112.23516846	2.49019599
112.23925781	2.47058821
112.23925781	2.45098042
112.24328113	2.47058821
112.24743652	2.50980401
112.25152588	2.52941179
112.25152588	2.54901958
112.25511523	2.52941179
112.25970459	2.49019599
112.26385498	2.49019599
112.26806641	2.52941179
112.27215576	2.56812736
112.27215576	2.58823538
112.27118408	2.56812736
112.28021240	2.50980401
112.28431279	2.50980401
112.28431279	2.50980401
112.28839111	2.54901958
112.29248047	2.56812736
112.29656982	2.56812736
112.29656982	2.52941179
112.30072021	2.50980401
112.30493164	2.50980401
112.30889893	2.54901958
112.31298828	2.56812736
112.31713867	2.54901958
112.31713867	2.49019599
112.32122803	2.47058821
112.32519531	2.47058821
112.32946777	2.50980401
112.32946777	2.52941179
112.33337402	2.50980401
112.33758545	2.47058821
112.34167480	2.45098042
112.34167480	2.47058821
112.34582520	2.50980401
112.34985352	2.50980401
112.35400391	2.49019599
112.35803223	2.45098042
112.31224365	2.43137264
112.31224365	2.41176462
112.36645508	2.45098042
112.37042236	2.50980401
112.37438965	2.50980401
112.37438965	2.49019599
112.37847900	2.45098042
112.38275146	2.43137264
112.38690186	2.43137264
112.38690186	2.47058821
112.39093018	2.50980401
112.39514160	2.49019599
112.39514160	2.45098042
112.39910889	2.43137264
112.40301514	2.43137264
112.40734863	2.43137264
112.40734863	2.50980401
112.41112109	2.50980401
112.41552734	2.50980401
112.41955566	2.47058821
112.41955566	2.45098042
112.42382813	2.43137264
112.42773438	2.45098042
112.43171270	2.47058821
112.43171270	2.47058821
112.43591309	2.45098042
112.44000244	2.41176462
112.44000244	2.43137264
112.44409180	2.45098042
112.44818115	2.43137264
112.45227051	2.45098042
112.45227051	2.45098042
112.45654297	2.43137264
112.46044922	2.41176462
112.46453857	2.39215684
112.46453857	2.41176462
112.46856689	2.43137264
112.47290039	2.45098042
112.47680664	2.45098042
112.47680664	2.43137264
112.48089600	2.43137264
112.48504639	2.41176462
112.48504639	2.43137264
112.48937988	2.43137264
112.49322510	2.45098042
112.49731445	2.43137264
112.49731445	2.41176462
112.50140381	2.39215684
112.50543213	2.39215684
112.50958252	2.41176462
112.50958252	2.45098042
112.51367188	2.43137264
112.51771123	2.43137264
112.52215576	2.41176462
112.52215576	2.37254906
112.52600098	2.39215684
112.53009033	2.43137264
112.53009033	2.43137264
112.53430176	2.43137264
112.53833008	2.41176462
112.54248047	2.39215684
112.54248047	2.39215684
112.54638672	2.39215684
112.55053711	2.41176462
112.55480957	2.45098042
112.55480957	2.43137264
112.55871582	2.39215684
112.51292725	2.37254906
112.56707764	2.37254906
112.57116699	2.43137264
112.57519531	2.45098042
112.57519531	2.41176462
112.57922363	2.41176462
112.58325195	2.39215684
112.58752441	2.41176462
112.58752441	2.45098042
112.59155273	2.47058821
112.59558105	2.47058821
112.59973145	2.41176462
112.59973145	2.41176462
112.60382080	2.39215684
112.60791016	2.41176462
112.11199951	2.45098042
112.11608887	2.43137264
112.12031133	2.39215684
112.12031133	2.39215684
112.12426758	2.37254906
112.12835693	2.43137264
112.13250732	2.43137264
112.13250732	2.43137264
112.13665771	2.41176462
112.64068604	2.37254906
112.64477539	2.35294127
112.64477539	2.39215684
112.64892578	2.43137264
112.65295410	2.43137264
112.65722656	2.39215684
112.61131592	2.37254906
112.66528320	2.37254906
112.66528320	2.37254906
112.66949463	2.41176462
112.67340088	2.41176462
112.67755127	2.41176462
112.67755127	2.37254906
112.68164063	2.35294127
112.68579102	2.37254906
112.68994141	2.39215684
112.68994141	2.41176462
112.69390869	2.41176462
112.69799805	2.37254906
112.70220947	2.35294127
112.70648193	2.39215684
112.71044922	2.43137264
112.71044922	2.45098042
112.71441650	2.41176462
112.71812793	2.35294127
112.72259521	2.35294127
112.72259521	2.35294127
112.72668457	2.37254906
112.73077393	2.39215684
112.73492432	2.39215684
112.73492432	2.37254906
112.73901367	2.33333325
112.74310303	2.35294127
112.74719238	2.41176462
112.75122070	2.43137264
112.75531006	2.43137264
112.75531006	2.41176462
112.75946045	2.35294127
112.71354980	2.33333325
112.76794434	2.35294127
112.76794434	2.39215684
112.77172852	2.41176462
112.77587891	2.39215684
112.78002930	2.37254906
112.78002930	2.35294127
112.78399658	2.37254906
112.78869129	2.39215684
112.79229736	2.43137264
112.79650879	2.43137264
112.80047607	2.37254906
112.80047607	2.37254906
112.80468750	2.39215684
112.80877686	2.43137264
112.81286121	2.41176462
112.81286121	2.43137264
112.81677246	2.39215684
112.82098389	2.35294127
112.82501221	2.37254906
112.82501221	2.39215684
112.82910156	2.41176462
